
=========================== Training ===========================
[2023/03/19 07:42:46] 	 epoch : 001/300 	 Epoch loss:117.487036 	 Average loss:0.001958 	 Accuracy: 0.4984 	 KD loss: 459.981713 	 CLS loss: 42.484483
[2023/03/19 07:42:49] 	 ### Accuracy on 10000 test images: 0.4482 Best accuracy so far: 0  =>  saving model... ###
[2023/03/19 07:43:08] 	 epoch : 002/300 	 Epoch loss:63.413648 	 Average loss:0.001057 	 Accuracy: 0.7297 	 KD loss: 250.687615 	 CLS loss: 22.126874
[2023/03/19 07:43:27] 	 epoch : 003/300 	 Epoch loss:38.848984 	 Average loss:0.000647 	 Accuracy: 0.7971 	 KD loss: 144.909164 	 CLS loss: 16.445251
[2023/03/19 07:43:46] 	 epoch : 004/300 	 Epoch loss:27.808964 	 Average loss:0.000463 	 Accuracy: 0.8372 	 KD loss: 97.573515 	 CLS loss: 13.823767
[2023/03/19 07:44:05] 	 epoch : 005/300 	 Epoch loss:21.897355 	 Average loss:0.000365 	 Accuracy: 0.8632 	 KD loss: 73.494355 	 CLS loss: 11.997472
[2023/03/19 07:44:23] 	 epoch : 006/300 	 Epoch loss:19.135716 	 Average loss:0.000319 	 Accuracy: 0.8752 	 KD loss: 61.631479 	 CLS loss: 11.349034
[2023/03/19 07:44:40] 	 epoch : 007/300 	 Epoch loss:16.964456 	 Average loss:0.000283 	 Accuracy: 0.8836 	 KD loss: 53.765359 	 CLS loss: 10.352306
[2023/03/19 07:44:56] 	 epoch : 008/300 	 Epoch loss:15.319881 	 Average loss:0.000255 	 Accuracy: 0.8934 	 KD loss: 47.800866 	 CLS loss: 9.599513
[2023/03/19 07:45:12] 	 epoch : 009/300 	 Epoch loss:14.527527 	 Average loss:0.000242 	 Accuracy: 0.8967 	 KD loss: 44.821257 	 CLS loss: 9.272126
[2023/03/19 07:45:25] 	 epoch : 010/300 	 Epoch loss:13.572829 	 Average loss:0.000226 	 Accuracy: 0.9026 	 KD loss: 41.700142 	 CLS loss: 8.721333
[2023/03/19 07:45:28] 	 ### Accuracy on 10000 test images: 0.8820 Best accuracy so far: 0.4482  =>  saving model... ###
[2023/03/19 07:45:46] 	 epoch : 011/300 	 Epoch loss:12.651742 	 Average loss:0.000211 	 Accuracy: 0.9082 	 KD loss: 38.607870 	 CLS loss: 8.216947
[2023/03/19 07:46:04] 	 epoch : 012/300 	 Epoch loss:12.101432 	 Average loss:0.000202 	 Accuracy: 0.9113 	 KD loss: 36.825155 	 CLS loss: 7.894001
[2023/03/19 07:46:21] 	 epoch : 013/300 	 Epoch loss:11.691809 	 Average loss:0.000195 	 Accuracy: 0.9133 	 KD loss: 35.601539 	 CLS loss: 7.619168
[2023/03/19 07:46:39] 	 epoch : 014/300 	 Epoch loss:11.314891 	 Average loss:0.000189 	 Accuracy: 0.9147 	 KD loss: 34.317309 	 CLS loss: 7.419048
[2023/03/19 07:46:56] 	 epoch : 015/300 	 Epoch loss:10.875472 	 Average loss:0.000181 	 Accuracy: 0.9183 	 KD loss: 32.920275 	 CLS loss: 7.152361
[2023/03/19 07:47:14] 	 epoch : 016/300 	 Epoch loss:10.523602 	 Average loss:0.000175 	 Accuracy: 0.9191 	 KD loss: 31.779344 	 CLS loss: 6.946221
[2023/03/19 07:47:31] 	 epoch : 017/300 	 Epoch loss:10.068888 	 Average loss:0.000168 	 Accuracy: 0.9227 	 KD loss: 30.504200 	 CLS loss: 6.613412
[2023/03/19 07:47:49] 	 epoch : 018/300 	 Epoch loss:9.742998 	 Average loss:0.000162 	 Accuracy: 0.9253 	 KD loss: 29.585073 	 CLS loss: 6.376639
[2023/03/19 07:48:06] 	 epoch : 019/300 	 Epoch loss:9.642614 	 Average loss:0.000161 	 Accuracy: 0.9267 	 KD loss: 29.230736 	 CLS loss: 6.327443
[2023/03/19 07:48:21] 	 epoch : 020/300 	 Epoch loss:9.248883 	 Average loss:0.000154 	 Accuracy: 0.9284 	 KD loss: 28.140649 	 CLS loss: 6.034589
[2023/03/19 07:48:24] 	 ### Accuracy on 10000 test images: 0.9046 Best accuracy so far: 0.882  =>  saving model... ###
[2023/03/19 07:48:42] 	 epoch : 021/300 	 Epoch loss:8.961574 	 Average loss:0.000149 	 Accuracy: 0.9300 	 KD loss: 27.238611 	 CLS loss: 5.856420
[2023/03/19 07:48:59] 	 epoch : 022/300 	 Epoch loss:8.724896 	 Average loss:0.000145 	 Accuracy: 0.9319 	 KD loss: 26.603480 	 CLS loss: 5.673666
[2023/03/19 07:49:17] 	 epoch : 023/300 	 Epoch loss:8.613889 	 Average loss:0.000144 	 Accuracy: 0.9323 	 KD loss: 26.323062 	 CLS loss: 5.582127
[2023/03/19 07:49:35] 	 epoch : 024/300 	 Epoch loss:8.404260 	 Average loss:0.000140 	 Accuracy: 0.9353 	 KD loss: 25.678133 	 CLS loss: 5.447722
[2023/03/19 07:49:52] 	 epoch : 025/300 	 Epoch loss:8.254624 	 Average loss:0.000138 	 Accuracy: 0.9357 	 KD loss: 25.372009 	 CLS loss: 5.300370
[2023/03/19 07:50:10] 	 epoch : 026/300 	 Epoch loss:8.325806 	 Average loss:0.000139 	 Accuracy: 0.9352 	 KD loss: 25.555516 	 CLS loss: 5.357837
[2023/03/19 07:50:27] 	 epoch : 027/300 	 Epoch loss:7.768151 	 Average loss:0.000129 	 Accuracy: 0.9392 	 KD loss: 23.927094 	 CLS loss: 4.971219
[2023/03/19 07:50:44] 	 epoch : 028/300 	 Epoch loss:7.744003 	 Average loss:0.000129 	 Accuracy: 0.9402 	 KD loss: 23.935005 	 CLS loss: 4.928336
[2023/03/19 07:51:02] 	 epoch : 029/300 	 Epoch loss:7.472200 	 Average loss:0.000125 	 Accuracy: 0.9422 	 KD loss: 23.113229 	 CLS loss: 4.749256
